,0,1
0,0.953671216965,0.953671216965
1,0.953302681446,0.953302681446
2,0.935508549213,0.935508549213
3,0.95012652874,0.95012652874
4,0.927247107029,0.927247107029
5,0.933823108673,0.933823108673
6,0.917136490345,0.917136490345
7,0.8842689991,0.8842689991
8,0.966045677662,0.966045677662
9,0.931491374969,0.931491374969
10,0.943687558174,0.943687558174
11,0.938090622425,0.938090622425
12,0.892888903618,0.892888903618
13,0.881086468697,0.881086468697
14,0.911606192589,0.911606192589
15,0.906719863415,0.906719863415
16,0.898161768913,0.898161768913
17,0.873317718506,0.873317718506
18,0.855819046497,0.855819046497
19,0.86642229557,0.86642229557
20,0.851472377777,0.851472377777
21,0.873337507248,0.873337507248
22,0.877758562565,0.877758562565
23,0.898201346397,0.898201346397
24,0.875339508057,0.875339508057
25,0.870597362518,0.870597362518
26,0.88174021244,0.88174021244
27,0.845568954945,0.845568954945
28,0.852587223053,0.852587223053
29,0.819955527782,0.819955527782
30,0.848292052746,0.848292052746
31,0.876715600491,0.876715600491
32,0.855491518974,0.855491518974
33,0.843134045601,0.843134045601
34,0.852425158024,0.852425158024
35,0.86071652174,0.86071652174
36,0.849829912186,0.849829912186
37,0.849664568901,0.849664568901
38,0.850099861622,0.850099861622
39,0.871059298515,0.871059298515
40,0.867911040783,0.867911040783
41,0.844959795475,0.844959795475
42,0.837372899055,0.837372899055
43,0.792746067047,0.792746067047
44,0.809551358223,0.809551358223
45,0.77814245224,0.77814245224
46,0.821197032928,0.821197032928
47,0.823168814182,0.823168814182
48,0.793554782867,0.793554782867
49,0.802717685699,0.802717685699
50,0.826975047588,0.826975047588
51,0.80161678791,0.80161678791
52,0.795072436333,0.795072436333
53,0.791250526905,0.791250526905
54,0.789110720158,0.789110720158
55,0.775089621544,0.775089621544
56,0.792143940926,0.792143940926
57,0.793948829174,0.793948829174
58,0.77527153492,0.77527153492
59,0.760937392712,0.760937392712
60,0.773855686188,0.773855686188
61,0.827732801437,0.827732801437
62,0.810135900974,0.810135900974
63,0.751366734505,0.751366734505
64,0.741554439068,0.741554439068
65,0.781717181206,0.781717181206
66,0.763719677925,0.763719677925
67,0.807337999344,0.807337999344
68,0.780168652534,0.780168652534
69,0.758731007576,0.758731007576
70,0.76863950491,0.76863950491
71,0.811111271381,0.811111271381
72,0.762755095959,0.762755095959
73,0.786957859993,0.786957859993
74,0.746570706367,0.746570706367
75,0.747251629829,0.747251629829
76,0.764171600342,0.764171600342
77,0.758086740971,0.758086740971
78,0.757282614708,0.757282614708
79,0.759466230869,0.759466230869
80,0.726639151573,0.726639151573
81,0.754465579987,0.754465579987
82,0.780962526798,0.780962526798
83,0.735843479633,0.735843479633
84,0.791522800922,0.791522800922
85,0.731201171875,0.731201171875
86,0.778475165367,0.778475165367
87,0.780301034451,0.780301034451
88,0.719719648361,0.719719648361
89,0.727748334408,0.727748334408
90,0.728208720684,0.728208720684
91,0.813162326813,0.813162326813
92,0.743413925171,0.743413925171
93,0.707729578018,0.707729578018
94,0.7703602314,0.7703602314
95,0.732983887196,0.732983887196
96,0.744852244854,0.744852244854
97,0.715965986252,0.715965986252
98,0.699556529522,0.699556529522
99,0.687984883785,0.687984883785
