,0
0,0.0670380463552
1,0.0613356706824
2,0.0641191239788
3,0.0626783196718
4,0.0367560407742
5,0.0645058890724
6,0.0537671507281
7,0.0530723535435
8,0.0424604868182
9,0.0490826320035
10,0.0457706210838
11,0.0549325911043
12,0.0584791096603
13,0.0574317592866
14,0.0639228214688
15,0.0746298625851
16,0.0669171613172
17,0.0525264678305
18,0.0827416301995
19,0.0527365712243
20,0.0778937289766
21,0.062623372256
22,0.067782297732
23,0.0742669965801
24,0.066296776275
25,0.0752476036382
26,0.067504674851
27,0.0716485330907
28,0.069304824975
29,0.0896773687174
30,0.0565019456295
31,0.0962498653162
32,0.0968129531381
33,0.0754386683603
34,0.0858997518954
35,0.0893064441188
36,0.0767959177655
37,0.103970288798
38,0.100046935422
39,0.0949595138247
40,0.0777941786682
41,0.135268093539
42,0.139261067168
43,0.102848631295
44,0.11925850633
45,0.092474410819
46,0.132222199401
47,0.146118452911
48,0.0919990850097
49,0.100874252349
50,0.081226553326
51,0.103807918764
52,0.16035062825
53,0.0949218392407
54,0.167314125099
55,0.15808439421
56,0.135398000077
57,0.133214636309
58,0.125300286809
59,0.172228044756
60,0.110715920746
61,0.0633360028391
62,0.102666947688
63,0.0720242706164
64,0.151739564194
65,0.162546999704
66,0.0424880868632
67,0.106148106591
68,0.0349541870873
69,0.0582357099103
70,0.167353952882
71,0.202642314117
72,0.123730129485
73,0.193023506915
74,0.0260252610148
75,0.195697544503
76,0.12328914716
77,0.204414116424
78,0.112142854393
79,0.132717646021
80,0.157471273241
81,0.0947379492076
82,0.108622819285
83,0.0547351313919
84,0.0854346212202
85,0.0851699445841
86,0.0113337603016
87,0.246856884942
88,0.0618069736068
89,0.167139575083
90,0.303000116487
91,0.194591883857
92,0.0628920102764
93,0.132316227045
94,0.0800696017417
95,0.0675158826478
96,0.21239820975
97,0.157662051252
98,0.138899957958
99,0.149549962327
100,0.0644962133365
101,0.0737359266095
102,0.178908511189
103,0.14764455422
104,0.164677384378
105,0.396056619642
106,0.123991701164
107,0.0864752580977
108,0.205767489492
109,-0.0582522018229
110,0.128803647326
111,0.255301172202
112,0.258255206511
113,0.0609033027831
114,0.107981326787
115,0.0748992896584
116,0.282243725282
117,0.176829823188
118,0.31751897768
119,0.276821412313
120,0.341678322784
121,-0.0805226450357
122,-0.104167388126
123,0.136704442181
124,0.233670830405
125,0.299675887674
126,0.380277114331
127,-0.166888796815
128,0.273588087142
129,-0.0685214498095
130,0.205621332286
131,0.105711009618
132,0.354291028803
133,0.036441924031
134,-0.0375443467899
135,0.396998247731
136,0.203544373651
137,-0.116516227298
138,0.00182213967278
139,0.119555939537
140,0.143100259004
141,0.168483250266
142,0.00244585895782
143,0.580256868423
144,0.168873365288
145,0.165497688043
146,0.255106850025
147,0.345725099931
148,0.138799744322
149,0.126843858149
150,0.355306052262
151,0.186830651593
152,-0.0995060678942
153,0.422321849934
154,0.291234050679
155,0.56490282935
156,0.200706371989
157,0.0407720322656
158,0.328245767192
159,0.12035463864
160,0.513066725761
161,0.299125536934
162,0.139809541278
163,0.36255880557
164,0.0475701095271
165,0.418419043014
166,-0.0892247635148
167,0.107839070739
168,0.421093791729
169,0.490910297812
170,0.104479047856
171,0.13904705187
172,-0.0471606113562
173,0.193463085379
174,0.313449680674
175,0.268007349555
176,0.625498613915
177,0.322470860893
178,0.186162080896
179,0.197027566034
180,0.0584106922847
181,0.307125541186
182,0.357295894261
183,0.572417667957
184,-0.0415219605363
185,0.175109681203
186,0.48723552987
187,0.305855957638
188,0.231923093373
189,0.185986573365
190,0.032719793464
191,0.280668284052
192,0.276100538743
193,0.251299576418
194,0.332046700751
195,0.283387955107
196,0.394961511267
197,0.229481059744
198,0.30308342448
199,0.320536103301
200,0.195491447395
201,0.454074172488
202,0.14147155628
203,-0.0695038928192
204,0.102198229404
205,0.389150980621
206,0.637111038191
207,0.373686381773
208,0.338711331306
209,0.206137568495
210,0.2304235758
211,0.479255814752
212,0.369909321578
213,0.231333506429
214,0.4210552717
215,0.347267951549
216,0.0688697629338
217,0.275011357093
218,0.607499234309
219,0.657969896217
220,0.46861579532
221,0.286945014683
222,0.280266628129
223,0.65361909111
224,0.241779778148
225,0.192191028522
226,0.55712161114
227,0.428261950726
228,0.348130367722
229,0.275014621928
230,0.0593082951377
231,0.254874854634
232,0.23395649988
233,0.534291535422
234,0.366552834176
235,0.270880659183
236,0.148585635345
237,0.377740871114
238,0.431280702678
239,0.174845726903
240,0.264191933743
241,0.645255321228
242,0.400420366396
243,0.269035244593
244,0.199742641465
245,0.567994929863
246,0.0535506861325
247,0.382047734492
248,0.366985584055
249,0.529172454639
250,0.350795717906
251,0.267575982129
252,0.30384911425
253,0.244173372401
254,0.310264755855
255,0.443378762852
256,0.357817253437
257,0.358302713694
258,0.0766530561115
259,0.235436021607
260,0.708960195495
261,0.154743517973
262,0.305369882096
263,0.349979066987
264,0.323939753986
265,0.230225246122
266,0.276283950385
267,0.106663191871
268,0.416071835027
269,0.180353396745
270,0.475200865693
271,0.245462272534
272,0.293122887956
273,0.581086335137
274,0.292504670536
275,0.149897964452
276,0.231047872711
277,0.341368435638
278,0.63448133649
279,0.388596261644
280,0.523853044333
281,0.561641615084
282,0.536700690217
283,0.366602352761
284,0.499251993992
285,0.486787938747
286,0.302364564765
287,0.145339362946
288,0.549843671364
289,0.179457038992
290,0.401663148703
291,0.469526247099
292,0.392619492935
293,0.438829818459
294,0.230750506773
295,0.593329727306
296,0.338365659415
297,0.150326281886
298,0.15737879943
299,0.327336489698
