,0
0,1.6033976078
1,1.56679463387
2,1.51381313801
3,1.61696374416
4,1.61772632599
5,1.6104747057
6,1.57016539574
7,1.56576609612
8,1.58590567112
9,1.52872490883
10,1.61333978176
11,1.54482519627
12,1.6105710268
13,1.60878443718
14,1.51742827892
15,1.57080054283
16,1.55691051483
17,1.56571757793
18,1.5159163475
19,1.63687539101
20,1.50185334682
21,1.54175782204
22,1.57439422607
23,1.57639670372
24,1.53083181381
25,1.50835204124
26,1.46345281601
27,1.46399521828
28,1.52046263218
29,1.46366357803
30,1.49176466465
31,1.49158155918
32,1.51564705372
33,1.49366056919
34,1.52762317657
35,1.55736792088
36,1.51248860359
37,1.52609574795
38,1.52657175064
39,1.53893792629
40,1.5564852953
41,1.48767781258
42,1.45753884315
43,1.50061321259
44,1.51062679291
45,1.55223572254
46,1.46916699409
47,1.50177907944
48,1.45035910606
49,1.45306432247
50,1.5401288271
51,1.53506064415
52,1.57074153423
53,1.43463301659
54,1.423869133
55,1.43624615669
56,1.46669745445
57,1.47772109509
58,1.44535219669
59,1.51403605938
60,1.42928791046
61,1.45916450024
62,1.42240142822
63,1.39582800865
64,1.43002867699
65,1.41409885883
66,1.48736441135
67,1.42992568016
68,1.45212340355
69,1.4126906395
70,1.49185109138
71,1.52613246441
72,1.45789396763
73,1.4586108923
74,1.51298558712
75,1.3785545826
76,1.38851284981
77,1.39390921593
78,1.44911384583
79,1.50834882259
80,1.35841608047
81,1.49949896336
82,1.43300223351
83,1.36616575718
84,1.35895860195
85,1.41058969498
86,1.37290084362
87,1.39004671574
88,1.38041341305
89,1.40908074379
90,1.47965753078
91,1.35923969746
92,1.35270178318
93,1.34978079796
94,1.44916594028
95,1.33014416695
96,1.38108813763
97,1.46467006207
98,1.37971580029
99,1.44547712803
